matchId,teamId,passes_total,passes_accurate,long_balls,final_third_entries,box_entries,wide_actions,defensive_duels,high_press_actions,set_pieces,shots_total,goals,avg_pass_distance_m,avg_forward_progress,league_code,pass_accuracy_pct,long_ball_pct,wide_action_pct,high_press_pct
2499912,1639,332,256,60,50,14,241,77,11,41,15,1,18.105197534960322,3.142458100558659,England,77.10843373493977,18.072289156626507,72.59036144578313,14.285714285714285
2499912,1673,507,431,76,65,38,367,74,22,52,15,1,18.79914789926675,1.4568690095846646,England,85.00986193293886,14.990138067061142,72.38658777120315,29.72972972972973
2499913,1612,569,503,98,81,43,343,44,13,29,20,5,21.235241456247845,1.558645707376058,England,88.40070298769771,17.223198594024606,60.28119507908612,29.545454545454547
2499913,10531,464,410,63,42,16,306,71,10,37,6,0,17.762956498896976,1.7196382428940569,England,88.36206896551724,13.577586206896552,65.94827586206897,14.084507042253522
2499914,1611,634,539,91,82,58,462,35,23,50,21,2,20.385540217200187,0.78125,England,85.01577287066246,14.353312302839116,72.87066246056783,65.71428571428571
2499914,1646,220,168,48,33,10,142,65,14,37,2,1,20.131611009213465,4.260942760942761,England,76.36363636363637,21.818181818181817,64.54545454545455,21.53846153846154
2499915,1613,197,133,49,28,9,113,84,20,44,5,0,19.041480786800086,5.065891472868217,England,67.51269035532995,24.873096446700508,57.360406091370564,23.809523809523807
2499915,1625,798,728,63,119,36,546,44,21,37,19,1,16.90544150909953,2.7834877843302444,England,91.22807017543859,7.894736842105263,68.42105263157895,47.72727272727273
2499916,1619,335,256,72,55,27,243,82,32,40,16,2,18.965871237186818,4.166666666666667,England,76.4179104477612,21.492537313432834,72.53731343283583,39.02439024390244
2499916,1624,469,400,69,57,35,276,62,19,41,15,5,18.330149786749523,2.75990099009901,England,85.28784648187633,14.712153518123666,58.84861407249466,30.64516129032258
2499917,1631,342,248,84,54,27,239,76,21,68,8,1,18.73419354570692,5.635116598079561,England,72.51461988304094,24.561403508771928,69.88304093567251,27.631578947368425
2499917,1644,331,238,58,50,23,260,69,19,59,10,1,17.839886103921092,3.295275590551181,England,71.90332326283988,17.522658610271904,78.54984894259819,27.536231884057973
2499918,1623,324,248,80,57,21,238,67,18,61,5,0,18.695426556828433,3.218878248974008,England,76.5432098765432,24.691358024691358,73.4567901234568,26.865671641791046
2499918,1627,364,275,86,72,41,290,45,15,54,13,0,21.582385818737666,2.8830985915492957,England,75.54945054945054,23.626373626373624,79.67032967032966,33.33333333333333
2499919,1623,461,365,96,75,28,268,98,27,38,7,1,18.634653065308243,3.967251461988304,England,79.17570498915401,20.824295010845987,58.13449023861171,27.55102040816326
2499919,1659,384,289,58,65,39,275,36,10,50,17,2,18.56111682161298,3.7,England,75.26041666666666,15.104166666666666,71.61458333333334,27.77777777777778
2499920,1610,637,575,96,87,31,428,45,12,36,18,4,20.97076013965929,0.26185344827586204,England,90.2668759811617,15.070643642072213,67.18995290423861,26.666666666666668
2499920,1639,437,378,78,50,10,296,71,13,28,1,0,19.831362710629346,1.4667590027700832,England,86.49885583524028,17.84897025171625,67.7345537757437,18.30985915492958
2499921,1625,609,538,64,60,43,409,45,19,51,11,0,17.273913002510277,3.8802030456852794,England,88.3415435139573,10.50903119868637,67.15927750410509,42.22222222222222
2499921,1628,182,119,56,39,15,120,71,19,44,10,0,21.154378826865084,5.551526717557252,England,65.38461538461539,30.76923076923077,65.93406593406593,26.76056338028169
2499922,1646,262,192,63,70,17,193,53,18,58,9,0,19.45677277275887,5.8452579034941765,England,73.2824427480916,24.045801526717558,73.66412213740458,33.9622641509434
2499922,1673,347,265,80,49,21,226,49,10,54,3,0,19.303286617803394,4.310924369747899,England,76.36887608069163,23.054755043227665,65.12968299711815,20.408163265306122
2499923,1612,553,466,89,77,54,391,55,25,59,17,2,19.043232185467122,1.698744769874477,England,84.26763110307414,16.09403254972875,70.70524412296564,45.45454545454545
2499923,1631,336,246,57,43,26,235,56,5,48,6,1,20.109226518857927,4.720588235294118,England,73.21428571428571,16.964285714285715,69.94047619047619,8.928571428571429
2499924,1611,478,404,84,67,41,357,72,29,41,13,0,18.8521453301648,2.2277339346110483,England,84.51882845188284,17.573221757322173,74.68619246861925,40.27777777777778
2499924,1619,405,342,68,47,25,279,68,27,44,7,0,18.44220600918752,4.16796875,England,84.44444444444444,16.790123456790123,68.88888888888889,39.705882352941174
2499925,1613,385,303,70,69,21,266,54,13,52,11,0,18.790422653793094,3.091156462585034,England,78.70129870129871,18.181818181818183,69.0909090909091,24.074074074074073
2499925,1651,495,402,90,50,20,365,63,12,40,8,0,19.50396118786651,4.2823529411764705,England,81.21212121212122,18.181818181818183,73.73737373737373,19.047619047619047
2499926,1624,666,569,85,110,44,427,62,35,37,28,1,19.318203848060456,0.32429906542056075,England,85.43543543543544,12.762762762762764,64.11411411411412,56.451612903225815
2499926,1633,244,180,47,36,9,188,77,10,47,3,1,17.48742299524552,4.071090047393365,England,73.77049180327869,19.262295081967213,77.04918032786885,12.987012987012985
2499927,1644,467,408,84,68,20,362,74,26,39,9,1,18.163849492123312,2.740740740740741,England,87.36616702355461,17.987152034261243,77.51605995717344,35.13513513513514
2499927,10531,445,386,88,62,13,320,62,14,50,9,2,18.57758506705481,3.5006211180124223,England,86.74157303370787,19.775280898876403,71.91011235955057,22.58064516129032
2499928,1609,624,526,95,83,35,430,48,12,44,12,0,18.926131508248268,3.983783783783784,England,84.2948717948718,15.224358974358973,68.91025641025641,25.0
2499928,1627,329,251,88,64,28,224,67,23,42,9,0,21.738944134716803,3.7658610271903323,England,76.29179331306992,26.74772036474164,68.08510638297872,34.32835820895522
2499929,1609,577,506,84,79,47,363,71,25,44,12,2,20.21297029153044,2.3796909492273732,England,87.69497400346621,14.558058925476603,62.911611785095324,35.2112676056338
2499929,1610,399,339,79,46,33,257,56,24,35,17,1,20.67813129267913,4.028767123287671,England,84.9624060150376,19.799498746867165,64.41102756892231,42.857142857142854
2499930,1651,358,291,75,38,35,246,77,18,44,13,2,19.53736152234772,2.661664392905866,England,81.28491620111731,20.949720670391063,68.71508379888269,23.376623376623375
2499930,1659,385,331,53,44,31,285,45,18,52,22,2,17.302807151640152,3.6345177664974617,England,85.97402597402596,13.766233766233766,74.02597402597402,40.0
2499931,1612,502,417,95,61,34,336,51,17,45,18,2,19.80849487871007,4.517772511848341,England,83.06772908366534,18.92430278884462,66.93227091633466,33.33333333333333
2499931,1646,341,264,80,60,30,246,49,14,44,10,1,22.53466526905197,4.821589205397301,England,77.41935483870968,23.46041055718475,72.14076246334311,28.57142857142857
2499932,1611,562,492,73,76,31,384,77,13,48,21,2,17.812916879795818,3.8553191489361702,England,87.54448398576513,12.98932384341637,68.32740213523132,16.883116883116884
2499932,1623,353,289,63,55,30,232,54,13,38,10,0,19.523881130943273,3.601123595505618,England,81.86968838526913,17.847025495750707,65.72237960339945,24.074074074074073
2499933,1631,462,380,75,68,28,329,69,15,47,11,3,18.409303538626524,2.6482352941176472,England,82.25108225108225,16.233766233766232,71.21212121212122,21.73913043478261
2499933,1673,461,383,75,54,15,319,81,28,34,6,0,17.57407623591774,3.3127187864644108,England,83.08026030368764,16.268980477223426,69.19739696312365,34.5679012345679
2499934,1625,843,774,69,80,50,583,61,28,47,14,2,17.82238095958103,1.3450586264656617,England,91.81494661921708,8.185053380782918,69.15776986951364,45.90163934426229
2499934,1644,244,186,36,46,13,168,73,16,37,6,1,17.798235834251624,3.892988929889299,England,76.22950819672131,14.754098360655737,68.85245901639344,21.91780821917808
2499935,1619,546,455,87,81,29,401,98,19,47,9,1,18.742991007916086,2.819502074688797,England,83.33333333333334,15.934065934065933,73.44322344322345,19.387755102040817
2499935,1628,316,242,71,62,25,223,70,29,57,10,2,18.149712025802188,4.421768707482993,England,76.58227848101265,22.468354430379748,70.56962025316456,41.42857142857143
2499936,1613,300,221,70,48,31,175,76,17,46,13,1,19.441096750895415,5.061313868613139,England,73.66666666666667,23.333333333333332,58.333333333333336,22.36842105263158
2499936,1639,448,362,104,75,33,328,48,15,48,10,0,20.174747708420945,3.479115479115479,England,80.80357142857143,23.214285714285715,73.21428571428571,31.25
2499937,1624,644,571,75,89,29,422,60,23,49,11,2,18.65408845295277,3.1331236897274635,England,88.66459627329193,11.645962732919255,65.527950310559,38.333333333333336
2499937,10531,293,223,76,43,16,195,54,3,40,7,0,21.818471010120167,3.006861063464837,England,76.10921501706484,25.938566552901023,66.55290102389078,5.555555555555555
2499938,1627,410,335,83,64,25,301,60,5,39,10,1,18.61414585713012,5.122905027932961,England,81.70731707317073,20.243902439024392,73.41463414634146,8.333333333333332
2499938,1633,452,370,92,69,44,325,64,15,45,12,2,20.07815273561477,4.589076723016905,England,81.85840707964603,20.353982300884958,71.90265486725663,23.4375
2499939,1609,514,415,79,71,37,339,72,16,42,11,1,18.103645883880855,4.310869565217391,England,80.73929961089495,15.369649805447471,65.95330739299611,22.22222222222222
2499939,1659,322,240,56,51,29,246,80,34,51,13,2,18.50145864694321,3.8466494845360826,England,74.53416149068323,17.391304347826086,76.3975155279503,42.5
2499940,1610,478,402,86,71,33,354,68,25,50,15,0,21.605793186008118,1.8426829268292684,England,84.10041841004184,17.99163179916318,74.05857740585773,36.76470588235294
2499940,1631,392,327,93,68,27,277,58,11,40,12,0,21.328417044580632,4.365921787709497,England,83.41836734693877,23.72448979591837,70.66326530612244,18.96551724137931
2499941,1628,281,209,74,62,17,188,57,14,42,15,1,20.712846284764833,4.065420560747664,England,74.37722419928826,26.334519572953734,66.90391459074732,24.561403508771928
2499941,1646,371,303,89,68,23,265,59,20,47,7,0,19.13557597072331,4.865869853917663,England,81.6711590296496,23.98921832884097,71.42857142857143,33.89830508474576
2499942,1633,291,224,55,53,11,203,68,17,50,6,4,16.36513018729906,4.614678899082569,England,76.97594501718214,18.900343642611684,69.7594501718213,25.0
2499942,1673,518,433,93,59,22,323,91,24,44,8,1,19.015988934706375,2.12183908045977,England,83.59073359073359,17.953667953667953,62.35521235521235,26.373626373626376
2499943,1612,349,275,80,60,20,215,94,15,29,16,4,21.074137615953074,2.366896551724138,England,78.79656160458453,22.922636103151863,61.60458452722063,15.957446808510639
2499943,1625,635,557,92,67,21,392,82,19,46,11,3,18.82558048360152,2.3154761904761907,England,87.71653543307086,14.488188976377952,61.732283464566926,23.170731707317074
2499944,1611,590,533,80,63,39,414,56,32,34,17,3,19.62528201280312,0.7354910714285714,England,90.33898305084746,13.559322033898304,70.16949152542374,57.14285714285714
2499944,1639,356,303,50,53,12,223,81,13,34,11,0,18.784701547891466,2.189312977099237,England,85.1123595505618,14.04494382022472,62.64044943820225,16.049382716049383
2499945,1613,340,277,66,57,28,240,63,26,41,10,1,19.30296977976237,3.2447257383966246,England,81.47058823529412,19.411764705882355,70.58823529411765,41.269841269841265
2499945,10531,459,389,105,65,17,361,38,9,57,7,1,19.722113446841142,3.430538172715895,England,84.74945533769062,22.875816993464053,78.64923747276688,23.684210526315788
2499946,1623,343,265,64,52,15,213,88,25,37,5,0,18.22747139076488,4.054091539528433,England,77.25947521865889,18.658892128279884,62.09912536443149,28.40909090909091
2499946,1624,549,475,87,75,30,379,54,23,52,20,4,18.629612888602622,1.6297872340425532,England,86.52094717668488,15.846994535519126,69.03460837887067,42.592592592592595
2499947,1619,353,261,65,51,25,251,75,18,47,8,2,18.007929376164036,3.781163434903047,England,73.93767705382436,18.413597733711047,71.10481586402267,24.0
2499947,1644,433,345,78,60,39,315,58,18,64,15,2,18.838838055927386,1.988833746898263,England,79.67667436489607,18.013856812933028,72.74826789838336,31.03448275862069
2499948,1627,311,242,71,58,21,202,44,12,52,14,2,21.619928099255784,3.3490701001430616,England,77.81350482315112,22.829581993569132,64.95176848874597,27.27272727272727
2499948,1651,429,341,103,72,32,303,80,29,45,13,0,19.766161358783457,4.100244498777506,England,79.48717948717949,24.00932400932401,70.62937062937063,36.25
2499949,1609,760,694,73,86,42,468,77,21,22,15,4,16.755966080195822,1.551418439716312,England,91.3157894736842,9.605263157894736,61.578947368421055,27.27272727272727
2499949,1628,407,336,81,68,28,302,62,16,32,9,1,20.25858097214145,3.5616246498599438,England,82.55528255528255,19.901719901719904,74.2014742014742,25.806451612903224
2499950,1610,518,463,55,51,28,283,55,8,37,11,4,17.32675424420313,2.930622009569378,England,89.38223938223938,10.617760617760617,54.633204633204635,14.545454545454545
2499950,1651,353,286,76,49,31,242,57,16,35,11,0,20.752177331384193,1.6491499227202473,England,81.01983002832861,21.529745042492916,68.55524079320114,28.07017543859649
2499951,1611,442,364,78,57,29,305,81,18,48,12,1,17.14523805889023,4.5375,England,82.35294117647058,17.647058823529413,69.00452488687783,22.22222222222222
2499951,1646,408,333,74,68,39,263,67,17,46,12,0,20.156600506879563,3.7154150197628457,England,81.61764705882352,18.137254901960784,64.4607843137255,25.37313432835821
2499952,1623,462,361,78,59,24,317,106,32,53,8,1,17.490829261034254,3.893478260869565,England,78.13852813852814,16.883116883116884,68.61471861471861,30.18867924528302
2499952,1627,317,227,58,49,20,229,67,22,55,15,1,16.925576550704594,5.3878378378378375,England,71.60883280757098,18.29652996845426,72.2397476340694,32.83582089552239
2499953,1631,407,339,73,65,22,265,62,26,42,7,1,19.568292053721816,3.380952380952381,England,83.29238329238329,17.936117936117938,65.1105651105651,41.935483870967744
2499953,1644,348,267,56,48,23,248,87,19,41,8,0,17.938349157129466,4.568820224719101,England,76.72413793103449,16.091954022988507,71.26436781609196,21.839080459770116
2499954,1613,158,110,44,31,9,104,72,10,39,6,1,19.462258705963745,3.392,England,69.62025316455697,27.848101265822784,65.82278481012658,13.88888888888889
2499954,1625,798,714,78,98,63,564,44,14,51,18,2,18.29327506974506,0.6563573883161512,England,89.47368421052632,9.774436090225564,70.67669172932331,31.818181818181817
2499955,1619,313,240,59,55,26,223,66,13,47,9,0,18.620986239792604,4.174772036474164,England,76.6773162939297,18.849840255591054,71.24600638977637,19.696969696969695
2499955,1624,462,391,66,58,40,305,59,13,50,12,1,19.068196424642025,4.268856447688565,England,84.63203463203463,14.285714285714285,66.01731601731602,22.033898305084744
2499956,1639,277,183,79,67,20,193,61,13,51,11,2,20.308430754254935,4.280058651026393,England,66.06498194945848,28.51985559566787,69.67509025270758,21.311475409836063
2499956,1673,285,193,74,58,12,179,59,19,72,6,0,19.480736038825285,5.247437774524158,England,67.71929824561404,25.964912280701753,62.807017543859644,32.20338983050847
2499957,1612,734,652,94,137,47,441,65,31,37,19,0,18.681356065809595,3.4734848484848486,England,88.8283378746594,12.806539509536785,60.08174386920982,47.69230769230769
2499957,10531,264,204,59,45,8,177,37,2,45,3,1,20.069896765627437,6.081996434937611,England,77.27272727272727,22.348484848484848,67.04545454545455,5.405405405405405
2499958,1633,374,295,80,57,36,288,69,16,51,13,1,20.501641435630795,2.4347826086956523,England,78.87700534759358,21.390374331550802,77.00534759358288,23.18840579710145
2499958,1659,419,329,60,75,24,304,64,9,38,9,1,17.76069367423929,4.4628422425032594,England,78.52028639618138,14.319809069212411,72.55369928400954,14.0625
2499959,1612,901,809,130,123,38,587,56,15,36,14,2,18.57344060875641,3.100418410041841,England,89.7891231964484,14.428412874583795,65.14983351831299,26.785714285714285
2499959,1673,279,211,52,39,14,185,40,6,31,3,0,19.593360347625506,5.358288770053476,England,75.62724014336918,18.63799283154122,66.30824372759857,15.0
2499960,1609,889,825,69,101,42,591,50,21,30,7,1,16.934240277394476,2.1202090592334493,England,92.80089988751406,7.761529808773904,66.47919010123734,42.0
2499960,10531,278,221,58,36,19,217,42,2,33,11,3,19.98444674478929,3.901098901098901,England,79.49640287769785,20.863309352517987,78.05755395683454,4.761904761904762
2499961,1628,434,364,60,68,31,312,57,18,44,8,1,17.57398000499889,3.5634824667472795,England,83.87096774193549,13.82488479262673,71.88940092165899,31.57894736842105
2499961,1633,287,214,69,46,26,221,67,19,48,6,0,19.273727925775415,3.6898222940226173,England,74.56445993031359,24.041811846689896,77.00348432055749,28.35820895522388
2499962,1610,578,488,99,89,35,365,49,16,51,15,0,19.895522160135265,1.6077348066298343,England,84.42906574394463,17.1280276816609,63.148788927335644,32.6530612244898
2499962,1659,317,254,49,40,9,221,101,24,43,11,3,19.39989259042485,4.5997088791848615,England,80.12618296529969,15.457413249211358,69.71608832807571,23.762376237623762
2499963,1623,331,253,74,58,27,271,60,27,46,11,2,19.52880172813158,3.9061624649859943,England,76.43504531722054,22.356495468277945,81.87311178247734,45.0
2499963,1631,431,319,81,63,25,307,44,11,61,6,0,19.377940008475576,4.8483221476510066,England,74.0139211136891,18.793503480278424,71.22969837587007,25.0
2499964,1613,373,299,85,56,22,263,64,14,52,13,1,19.630283376821215,2.5883777239709445,England,80.16085790884718,22.78820375335121,70.50938337801608,21.875
2499964,1646,326,238,82,59,23,257,70,22,63,11,0,19.607933246369903,4.28393351800554,England,73.00613496932516,25.153374233128833,78.83435582822086,31.428571428571427
2499965,1619,604,512,102,104,40,439,61,21,50,17,1,19.713548942911846,1.3470648815653965,England,84.76821192052981,16.887417218543046,72.68211920529801,34.42622950819672
2499965,1651,252,178,51,57,17,179,54,11,40,7,0,18.052629112043014,4.791946308724833,England,70.63492063492063,20.238095238095237,71.03174603174604,20.37037037037037
2499966,1625,669,591,86,87,53,494,54,22,37,17,3,19.023233978422763,0.0954356846473029,England,88.34080717488789,12.855007473841553,73.84155455904335,40.74074074074074
2499966,1627,217,163,37,21,6,153,58,6,37,3,0,17.721679034292514,2.5553398058252426,England,75.11520737327189,17.050691244239633,70.50691244239631,10.344827586206897
2499967,1639,251,171,65,55,21,173,61,16,51,9,0,20.09916039661192,3.707620528771384,England,68.12749003984064,25.89641434262948,68.92430278884463,26.229508196721312
2499967,1644,269,187,61,51,23,162,43,11,60,11,0,18.640889860318723,5.049773755656108,England,69.51672862453532,22.676579925650557,60.223048327137555,25.581395348837212
2499968,1611,450,364,86,47,29,315,65,13,40,6,0,19.088775928300883,2.979220779220779,England,80.88888888888889,19.11111111111111,70.0,20.0
2499968,1624,501,427,69,84,37,332,80,30,40,22,1,19.459759469017325,2.1238425925925926,England,85.22954091816366,13.77245508982036,66.26746506986028,37.5
2499969,1639,317,238,79,64,24,216,98,23,46,13,1,20.253366083080834,5.956582633053221,England,75.0788643533123,24.9211356466877,68.13880126182966,23.46938775510204
2499969,1659,392,306,59,53,34,250,64,21,63,11,2,17.860274620636343,2.8869257950530036,England,78.06122448979592,15.051020408163266,63.775510204081634,32.8125
2499970,1609,523,459,61,65,29,340,68,7,34,14,5,18.564098868050536,2.1241299303944317,England,87.76290630975143,11.663479923518166,65.00956022944551,10.294117647058822
2499970,1623,355,301,70,67,27,256,54,27,43,11,1,18.989263059298164,3.6884057971014492,England,84.78873239436619,19.718309859154928,72.11267605633803,50.0
2499971,1633,355,285,67,53,17,257,59,9,53,3,1,18.011679541295443,3.3607503607503606,England,80.28169014084507,18.87323943661972,72.3943661971831,15.254237288135593
2499971,1651,441,361,91,64,29,329,44,15,58,23,3,21.3002501945501,1.2123893805309736,England,81.85941043083899,20.634920634920633,74.60317460317461,34.090909090909086
2499972,1625,672,584,92,67,47,469,30,5,50,18,1,19.47468373806038,2.8338249754178957,England,86.90476190476191,13.690476190476192,69.79166666666666,16.666666666666664
2499972,1646,251,189,60,58,18,173,47,13,37,7,1,21.177740632652522,3.703971119133574,England,75.2988047808765,23.904382470119522,68.92430278884463,27.659574468085108
2499973,1613,330,253,61,38,19,189,64,5,54,10,1,18.820535220405944,3.805673758865248,England,76.66666666666667,18.484848484848484,57.27272727272727,7.8125
2499973,1628,408,328,77,74,42,307,47,18,56,19,0,20.227272429209247,2.060529634300126,England,80.3921568627451,18.872549019607842,75.24509803921569,38.297872340425535
2499974,1631,519,430,86,79,38,367,52,13,47,13,1,19.93757408181089,2.513189448441247,England,82.85163776493256,16.570327552986512,70.71290944123314,25.0
2499974,10531,324,254,64,41,12,225,50,13,49,3,1,19.588901540622874,4.063174114021572,England,78.39506172839506,19.753086419753085,69.44444444444444,26.0
2499975,1612,294,214,82,52,25,194,63,17,29,8,2,20.361222233939376,4.9890625,England,72.78911564625851,27.89115646258503,65.98639455782312,26.984126984126984
2499975,1624,570,464,98,81,37,356,51,11,47,10,1,19.00848657381619,4.012429378531073,England,81.40350877192982,17.192982456140353,62.4561403508772,21.568627450980394
2499976,1611,765,676,84,98,50,469,40,19,44,16,2,18.321436388238126,1.0414041404140415,England,88.36601307189542,10.980392156862745,61.30718954248366,47.5
2499976,1673,268,200,47,35,16,168,103,12,26,2,0,16.911244906818222,4.27027027027027,England,74.6268656716418,17.537313432835823,62.68656716417911,11.650485436893204
2499977,1610,480,417,83,54,22,305,64,11,31,6,1,19.14048378197494,2.252577319587629,England,86.875,17.291666666666668,63.541666666666664,17.1875
2499977,1644,387,318,71,59,33,242,72,24,35,19,3,20.862712565203648,1.07,England,82.17054263565892,18.34625322997416,62.532299741602074,33.33333333333333
2499978,1619,499,420,91,75,27,328,58,16,51,11,2,18.38900842226787,4.223728813559322,England,84.16833667334669,18.236472945891784,65.7314629258517,27.586206896551722
2499978,1627,287,206,81,54,30,211,59,25,47,6,2,20.993759354354214,4.6256,England,71.77700348432056,28.222996515679444,73.5191637630662,42.3728813559322
2499979,1610,547,474,69,61,37,398,77,21,40,17,3,18.423487279297838,1.8349206349206348,England,86.654478976234,12.614259597806216,72.76051188299817,27.27272727272727
2499979,1627,396,324,72,62,27,252,63,20,35,7,0,18.513754990383788,3.3901408450704227,England,81.81818181818183,18.181818181818183,63.63636363636363,31.746031746031743
2499980,1623,373,291,84,56,26,279,60,25,52,8,3,19.499031503052503,3.4896265560165975,England,78.01608579088472,22.5201072386059,74.79892761394102,41.66666666666667
2499980,1628,317,249,57,50,30,223,64,16,52,13,0,17.407134082789824,4.741329479768786,England,78.54889589905363,17.981072555205046,70.34700315457413,25.0
2499981,1659,399,293,62,51,24,316,64,18,60,7,1,17.168618655222232,4.416141235813367,England,73.43358395989975,15.538847117794486,79.19799498746866,28.125
2499981,1673,412,316,89,66,30,306,76,21,48,12,3,20.897915301341378,3.246770025839793,England,76.69902912621359,21.601941747572813,74.27184466019418,27.631578947368425
2499982,1625,685,602,80,91,48,471,42,26,39,18,5,19.207718720353036,1.4253214638971317,England,87.88321167883211,11.678832116788321,68.75912408759123,61.904761904761905
2499982,1631,249,178,55,37,15,176,82,9,29,2,1,21.38377539657277,3.297345132743363,England,71.4859437751004,22.08835341365462,70.68273092369478,10.975609756097562
2499983,1611,605,510,95,72,39,404,49,15,58,12,0,17.227503929150146,3.9782608695652173,England,84.29752066115702,15.702479338842975,66.77685950413223,30.612244897959183
2499983,1613,334,243,60,51,20,193,79,25,36,9,1,17.221827456430567,4.2623413258110014,England,72.75449101796407,17.964071856287426,57.784431137724546,31.645569620253166
2499984,1612,474,400,67,55,26,299,72,18,35,15,2,17.490760694473156,3.9427527405602922,England,84.38818565400844,14.135021097046414,63.0801687763713,25.0
2499984,1619,526,437,87,63,22,374,50,11,47,6,0,18.416500636861933,3.1341176470588237,England,83.07984790874525,16.53992395437262,71.10266159695817,22.0
2499985,1639,458,357,83,75,36,311,52,13,73,15,1,19.889023275744986,3.392857142857143,England,77.9475982532751,18.12227074235808,67.90393013100436,25.0
2499985,1651,325,242,66,53,27,249,73,17,42,14,1,19.46201936988117,5.3419618528610355,England,74.46153846153845,20.307692307692307,76.61538461538461,23.28767123287671
2499986,1646,318,255,91,54,11,218,57,6,44,12,0,21.074062308861016,5.352671755725191,England,80.18867924528303,28.61635220125786,68.55345911949685,10.526315789473683
2499986,10531,450,360,100,56,39,317,46,18,43,12,1,20.612413721849485,2.482716049382716,England,80.0,22.22222222222222,70.44444444444444,39.130434782608695
2499987,1609,488,409,83,64,24,290,78,7,32,6,0,19.24341561925012,3.4199759326113117,England,83.81147540983606,17.008196721311474,59.42622950819673,8.974358974358974
2499987,1624,488,410,87,85,33,318,47,21,44,15,1,21.169859763368585,2.3248730964467006,England,84.01639344262296,17.827868852459016,65.1639344262295,44.680851063829785
2499988,1633,223,152,53,48,21,155,72,20,46,7,2,20.395979900789317,5.046104928457869,England,68.16143497757847,23.766816143497756,69.50672645739911,27.77777777777778
2499988,1644,421,330,82,65,47,326,60,12,50,8,0,19.363451512301232,4.624365482233503,England,78.38479809976246,19.47743467933492,77.43467933491686,20.0
2499989,1613,307,238,65,57,20,195,92,21,36,12,2,18.184098849432004,4.46079779917469,England,77.52442996742671,21.172638436482085,63.51791530944625,22.82608695652174
2499989,1659,544,452,83,74,49,386,64,17,56,17,2,19.792034478323288,2.448058761804827,England,83.08823529411765,15.257352941176471,70.95588235294117,26.5625
2499990,1609,515,428,87,84,23,373,96,34,45,8,0,17.798987500399104,1.8553092182030337,England,83.10679611650485,16.893203883495143,72.42718446601941,35.41666666666667
2499990,1625,616,543,60,52,18,434,60,10,38,9,3,16.481344437240416,2.6212590299277605,England,88.14935064935064,9.740259740259742,70.45454545454545,16.666666666666664
2499991,1651,385,309,66,60,32,260,60,13,32,14,3,19.114573633533983,2.869688385269122,England,80.25974025974027,17.142857142857142,67.53246753246754,21.666666666666668
2499991,10531,402,326,87,56,11,284,50,17,60,11,0,19.39003760928849,3.706040268456376,England,81.09452736318407,21.641791044776117,70.64676616915423,34.0
2499992,1619,365,268,79,69,16,250,85,26,50,12,1,18.238060434118182,4.31960049937578,England,73.42465753424658,21.643835616438356,68.4931506849315,30.58823529411765
2499992,1646,350,266,95,68,36,245,48,13,59,9,1,20.62235929695929,3.714681440443213,England,76.0,27.142857142857142,70.0,27.083333333333332
2499993,1624,645,559,84,90,43,447,46,22,61,11,1,18.261663233670877,3.42594385285576,England,86.66666666666667,13.023255813953488,69.30232558139535,47.82608695652174
2499993,1628,181,119,48,25,12,120,79,10,49,4,0,20.01803818746087,4.930188679245283,England,65.74585635359117,26.519337016574585,66.29834254143645,12.658227848101266
2499994,1631,444,344,111,68,38,320,62,22,60,18,0,21.325210008205975,2.1713286713286712,England,77.47747747747748,25.0,72.07207207207207,35.483870967741936
2499994,1639,209,138,62,50,16,137,93,27,48,5,1,20.458832411301294,4.1496913580246915,England,66.02870813397129,29.665071770334926,65.55023923444976,29.03225806451613
2499995,1612,711,613,105,101,55,506,52,15,39,19,4,19.412890086886083,1.0770750988142292,England,86.21659634317862,14.767932489451477,71.16736990154712,28.846153846153843
2499995,1633,315,244,48,46,7,223,47,14,45,7,1,18.54319400202608,1.9918831168831168,England,77.46031746031747,15.238095238095239,70.7936507936508,29.78723404255319
2499996,1610,527,455,61,67,25,329,83,16,35,13,1,17.540536608441176,3.497816593886463,England,86.33776091081594,11.57495256166983,62.428842504743834,19.27710843373494
2499996,1611,414,352,51,58,24,252,82,16,36,8,2,17.37727833327197,2.7213541666666665,England,85.02415458937197,12.318840579710146,60.86956521739131,19.51219512195122
2499997,1623,334,247,79,57,20,239,83,24,53,4,0,17.48601815051626,4.2441253263707575,England,73.95209580838323,23.652694610778443,71.55688622754491,28.915662650602407
2499997,1644,392,311,79,65,22,251,75,29,48,12,1,19.193436774864477,2.779187817258883,England,79.33673469387756,20.153061224489797,64.03061224489795,38.666666666666664
2499998,1627,379,276,81,66,21,283,79,21,54,11,1,20.302560533323348,3.0641183723797782,England,72.82321899736148,21.372031662269126,74.67018469656992,26.582278481012654
2499998,1673,327,230,55,60,15,237,81,22,54,14,2,17.78101109323368,4.903448275862069,England,70.33639143730886,16.819571865443425,72.47706422018348,27.160493827160494
2499999,1609,580,501,54,60,42,356,39,16,56,13,1,16.36972042796761,2.677319587628866,England,86.37931034482759,9.310344827586208,61.37931034482759,41.02564102564102
2499999,1651,265,202,59,34,26,201,69,23,38,13,2,20.036294854583556,1.9738988580750407,England,76.22641509433963,22.264150943396228,75.84905660377359,33.33333333333333
